"0","1","2","3","4","5","6","7","8","9","10","11","12","$oid","review_id","user_id","business_id","stars","useful","funny","cool","text","date","$oid (right)"
5504,"RP_U_TyolABy3eYuRC8QpQ","Ming Court","9188 International Dr","Orlando","FL","32819",28.431562,-81.471549,3,325,0,"Asian Fusion, Chinese, Dim Sum, Event Planning & Services, Caterers, Cantonese, Party & Event Planning, Sushi Bars, Restaurants, Venues & Event Spaces","61aca52666e2b451ab58ad51","mr2KaWGmpQqx3vGtLNnfLQ","fA60sBNxS2SOUJARymggFg","RP_U_TyolABy3eYuRC8QpQ",1,3,1,0,"Service is terrible
We ordered little amount of foods and it took 45 minutes to come in.
When we asked for water, she stared at us saying she doesn't have any water badly.
We asked to give little more side dish like Kimchi because they gave like 3 pieces of Kimchi. But they said to buy it.
In most Asian restaurants,they mostly refill any side dishes you want.",1427895757000,"61aca64ba536b27596ec27cf"
5504,"RP_U_TyolABy3eYuRC8QpQ","Ming Court","9188 International Dr","Orlando","FL","32819",28.431562,-81.471549,3,325,0,"Asian Fusion, Chinese, Dim Sum, Event Planning & Services, Caterers, Cantonese, Party & Event Planning, Sushi Bars, Restaurants, Venues & Event Spaces","61aca52666e2b451ab58ad51","FrSWmdA_WNZ4Oy2hu5qzNQ","4ZU1l2kJFR9w465AjHoa3g","RP_U_TyolABy3eYuRC8QpQ",5,1,1,1,"Dim Sum...dim YUM!!!  Happened upon this treasure while driving around looking for inspiration this holiday weekend...didn't want anything heavy, since we were going to 'do it up' that nite for dinner.  Let's just say that the drinks alone set the stage for a romantic prelude apres dejeuner!!

I ordered the sticky rice, the bulgogi (korean beef) and the shrimp and chicken steamed dumplings.  The sticky rice portions were two small packets -- and were a little too ""tea leaf"" flavored for my tastes..but, they were still very well prepared and presented.  Loved the moist dumplings and the slightly sweet bulgogi...My beau had the california rolls (tightest roll and best flavor I've had recently,) roasted duck dim sum plate (crispy and nice salty flavor) and fried squid (lightly fried and tender.)   Service was lovely, the setting had all the ambiance of a japanese water garden repleit with those huge gold fish-like koi and lovely waterfalls.  The scorpion that we shared (or really, two) were just right for a lazy afternoon meal.

Loved this place for dimsum, authentic chinese and sushi -- great food, great atmosphere, lovely service!!",1255404685000,"61aca64ba536b27596ec2900"
5606,"Fg1DIY00ZxcyHpf_oh9wBg","Korean BBQ Taco Box 3","Cheveron Gas Station Parking lot, 1601 E Colonial Dr","Orlando","FL","32803",28.553398,-81.359936,4,17,0,"Restaurants, Food Stands","61aca52666e2b451ab58ad61","jUxBevF5Bu-Mr24NqG3mDQ","zg8ZIToFFVINeUFemG6LFg","Fg1DIY00ZxcyHpf_oh9wBg",3,1,6,0,"Where's the kimchi, Taco Box?

I'd been wanting to try this bright yellow food truck for some time, especially given its tempting location in a gas station parking lot. I finally gave in on a Friday night, and as I was the only one there I thought it would be the perfect time for somebody to rob me at gunpoint.

I got the Spicy Pork Taco Box. It's a huge taco accompanied by lots of noshes including iceberg lettuce in orange dressing, spicy wings, a mystery egg thing and two mystery fried things. The taco was merely OK, the wings set my lips ablaze, and the mystery fried balls in mystery sauce were amazing. Sadly, there was no kimchi.

This is a better option than Taco Bell, but hardly a destination.",1322622876000,"61aca64ba536b27596ec2760"
6696,"NWQTLlU34foh-s_p4I28qw","Ruby Tuesday","13145 S Orange Blossom Trail","Orlando","FL","32837",28.3745227,-81.4038792,3.5,61,0,"Restaurants, American (Traditional), Burgers","61aca52666e2b451ab58ade8","L8tZl0cNW65E2Y2N4H3Bgg","x8yP7N0KeC3HlDNj9lhWyg","NWQTLlU34foh-s_p4I28qw",4,0,0,0,"I went here for A casual drink and convo! Listen..the mojitos are pretty good with the cane sugar stick in it.",1309333573000,"61aca64ba536b27596ec2808"
6696,"NWQTLlU34foh-s_p4I28qw","Ruby Tuesday","13145 S Orange Blossom Trail","Orlando","FL","32837",28.3745227,-81.4038792,3.5,61,0,"Restaurants, American (Traditional), Burgers","61aca52666e2b451ab58ade8","oO-Q3oERKFZQO9j0mbcfDQ","eSh4uHBebdIx4ULhA0mp9Q","NWQTLlU34foh-s_p4I28qw",5,0,0,0,"Great place to go with the family and get healthy salad with plenty of options! I love this place. Very clean, friendly staff.",1535937723000,"61aca64ba536b27596ec280b"
4056,"bqePo8WHxdz6rvRekLKBsQ","Pavia Italian Cuisine Catering & More","82 Water St","Boston","MA","02109",42.3577963,-71.0557607,4,95,1,"Italian, Fast Food, Sandwiches, Restaurants, Pizza","61aca52666e2b451ab58ac9e","RArZCQJR1UDOy9iAMKXoNg","B1Vb0pWaOEPYy4v3fF8LuQ","bqePo8WHxdz6rvRekLKBsQ",4,0,0,0,"I am a huuuge fan of pavia. they actually put love into their food. I would have given them 5 stars...but oh man...the women at the salad bar have such bad attitudes, I have experienced this at least 20 times, i've gotten so many salads I can't even count..and the salads are really good so I keep coming back..but oh man...those women who make the salads give such a ""death stare"" and try to rush you out of ordering all the ingredients that is allowed in the salad.   
They get soo mad when I get chicken, steak, and bacon on one salad LOL..c'mon! it's a LARGE salad, you're allowed to pick 3 proteins. Over all i'm a big fan of Pavia.",1437061352000,"61aca64ba536b27596ec28bf"
4681,"paHbKmPjwirnIP7esoTPCQ","Vanbarry's Public House","4120 S Orange Ave","Orlando","FL","32806",28.4977333,-81.3760972,4,407,1,"Cocktail Bars, American (New), Arts & Entertainment, Sandwiches, Restaurants, Nightlife, Bars, Music Venues","61aca52666e2b451ab58ace1","Kb_1Krtb5VgGdfivx7cmww","RXpxsLvw3v7LPhVAPNRvRw","paHbKmPjwirnIP7esoTPCQ",4,0,0,0,"Good food and pleasant service. Self seating can be a pain sometimes, and parking is usually slim to none in the evenings. Live music was enjoyable. I bring my dogs and sit outside. They always bring me a fresh bowl of water for them, which I appreciate! I would fully recommend this place!",1446775413000,"61aca64ba536b27596ec27ce"
4681,"paHbKmPjwirnIP7esoTPCQ","Vanbarry's Public House","4120 S Orange Ave","Orlando","FL","32806",28.4977333,-81.3760972,4,407,1,"Cocktail Bars, American (New), Arts & Entertainment, Sandwiches, Restaurants, Nightlife, Bars, Music Venues","61aca52666e2b451ab58ace1","cYCrwTk1qD6PnMvJvVktIw","7L9CMYxPBMSaibMqIPBynA","paHbKmPjwirnIP7esoTPCQ",5,0,0,0,"Nice music, excellent service, reasonable prices. The staff is super friendly and food is delicious and fairly priced. Potstickers and Mac and cheese were amazing. The bacon jam burger is my favorite. I love this place. You should go!",1538617511000,"61aca64ba536b27596ec270e"
4681,"paHbKmPjwirnIP7esoTPCQ","Vanbarry's Public House","4120 S Orange Ave","Orlando","FL","32806",28.4977333,-81.3760972,4,407,1,"Cocktail Bars, American (New), Arts & Entertainment, Sandwiches, Restaurants, Nightlife, Bars, Music Venues","61aca52666e2b451ab58ace1","DmZQWkqL8cgb14Q24K5Q_A","CBPFOobBMD0aBK7vAiSTSQ","paHbKmPjwirnIP7esoTPCQ",5,0,0,1,"First time here. Happy to say that the food,  the service,  and there music were great!  

Appetizer : Really good fried pickles... And that says a lot from me because I don't like pickles outside of a hamburger bun! 

Meal:  Vanbarry's Bacon Jam burger. The burger was perfectly cooked (rare-medium). The beef was high quality. The bacon jam has kind of a sweetness that offset the bacon's salty side. Kind of a caramelized taste. The blue cheese was perfect with it. I decided to try the sweet potato salad as my side,  because I've never heard of it. It was really sweet and creamy. It was really tasty but not quite as chunky as I prefer for my potato salad. The flavor was great and I'd definitely have it again. 

Oh, the beer was cold and good too! :-)  

As an aside,  the band/singer was really good! Kind of a Dave Matthews type. Great voice. I missed his name but I told my wife thst I could see making Sundays on the open patio a regular event to listen to enjoy the music and food. 

Certainly a place we will return to! Highly recommend it!",1406509197000,"61aca64ba536b27596ec27cb"
8305,"AA3s5dGi0fQCwBZnhFb2eQ","Ma Soba","156 Cambridge St","Boston","MA","02114",42.3609887,-71.0647402,3,304,0,"Gluten-Free, Restaurants, Sushi Bars, Chinese","61aca52666e2b451ab58aea1","bDwD6cKTx7b0ox-zKlTTTw","96l5e_YEB_MD1elZb4uk_w","AA3s5dGi0fQCwBZnhFb2eQ",1,2,3,1,"This place did not have what I would call fresh fish. And thank god I know how to use chop sticks, because my silverware had dried up lettuce on it. Oh, and those fruit flies Yelpers keep referring to? No lie - they're totally there, dive-bombing your food and drinks. The rice was rubbery, which makes me wonder if the spicy tuna roll I ordered had been pre-made and just sitting out turning into an eraser. The Gari Gari roll was just a whole heck of a lotta cream cheese, and the Ninja roll was a disgrace to Ninjas everywhere. 

Aside from all of this, I'm fairly certain I picked up a stomach bug here.

Sorry, Ma Soba. You're a hot mess. You made me a hot mess for days after. I won't be back. Ever.",1330552793000,"61aca64ba536b27596ec27a2"
8305,"AA3s5dGi0fQCwBZnhFb2eQ","Ma Soba","156 Cambridge St","Boston","MA","02114",42.3609887,-71.0647402,3,304,0,"Gluten-Free, Restaurants, Sushi Bars, Chinese","61aca52666e2b451ab58aea1","R4tY5KyjfacQKo6wBHv8HA","kdSzd6pyfH7GGI7b7Azijw","AA3s5dGi0fQCwBZnhFb2eQ",2,1,1,0,"It was the end of a long week, and I had promised my neglected boyfriend we would spend some quality time together.  Our destination of choice?  Ma Soba, a pan-Asian and sushi restaurant in Beacon Hill.  Opened in 1999, the restaurant has an impressive array of awards.  Needless to say, we were pretty excited to try it out.

We were greeted at the door by a friendly face, but his was the last smile we would see that evening.  Our server ignored us for several minutes after stopping by just long enough to fill our water glasses, and when she did return, only wanted to know if we had ""decided what we wanted"".  She took our order and left.  Not that she didn't do her job well; she was tremendously efficient.  Our water glasses were full all night, and she timed the courses perfectly.  But a smile and a little hospitality certainly would have made us feel a lot more comfortable.

We hit a home run with our appetizers.  My boyfriend ordered the pork gyoza, and they were crispy on the outside, warm and moist on the inside.  My miso soup was excellent.  For our main course, we split the Shogun Boat, which consisted of eight pieces of Sushi, fifteen pieces of Sashimi, a Tuna Roll, a Caterpillar Roll and a California Roll.  Now, we knew Ma Soba was not the top sushi restaurant in Boston.  It's not too pricey, so we knew not to expect phenomenal sushi.  With that in mind, we were very pleased with the presentation, the selection and the quality.  We were quite content after our main course, even if our server had yet to crack a smile.  

However, the biggest disappointment was yet to come.  We ordered the green tea mochi, and we were horrified when my boyfriend's fork made a resounding ""clank"" against  it as he tried to cut into it.  I attempted a bite of my piece, but after chunks of freezer burn ice fell into my mouth, decided to follow my better judgment and send the mochi back.  We were disappointed that the restaurant even served us such sub-standard fare.

We left disappointed.  The sushi itself was as expected, but the service, the awful dessert and the lack of ambiance in the restaurant ultimately left us unsatisfied.  I doubt we'll go back.",1255405691000,"61aca64ba536b27596ec2727"
9796,"PLuitJs0KkdjVE8wVlTZ_A","Champions","110 Huntington Avenue","Boston","MA","02116",42.3470204,-71.079222,3,263,1,"Restaurants, Nightlife, Bars, Sports Bars, American (Traditional)","61aca52666e2b451ab58af65","wxVqA58AGdlPrQTAIp-BZg","m_8mfiv267e3Bk47Rj1FRA","PLuitJs0KkdjVE8wVlTZ_A",4,0,0,0,"That bar is in a brilliant location.  It offers a convenient spot not only for its patrons, but also passers-by who walk around the Mall and in fact some walk by the opposing balcony by the escalator where there is clear view of the huge wall projector screen, therefore, a perfect viewing angle from EVERY angle during a game.  Also good for hotel guests, train commuters who cut through the mall to catch the Orange Line, etc.  

Champions had been renovated a few years back and their bar especially offers colorful and vibe and atmosphere to their patrons.  The several TVs, their wall projector add to the excitement during a game.  

Their food is mediocre, but the food presentation was beautiful.  Staff was courteous but service not prompt enough.  

Overall, I like this bar and will return.",1402500013000,"61aca64ba536b27596ec276e"
9796,"PLuitJs0KkdjVE8wVlTZ_A","Champions","110 Huntington Avenue","Boston","MA","02116",42.3470204,-71.079222,3,263,1,"Restaurants, Nightlife, Bars, Sports Bars, American (Traditional)","61aca52666e2b451ab58af65","JWOUn7taMPK-Urvw3kslKQ","nj2d6vt4TlE-7_OEN0-kGw","PLuitJs0KkdjVE8wVlTZ_A",3,0,0,0,"Easy to get to from where I live. Huge beer selection, the usual game-watching staples.. nachos, fries, etc. The deserts look insane though and one day I need to try one. LOTS of screens. (Just try to be rooting for the home team if possible because people can get a litttttle overzealous in here.)",1297631664000,"61aca64ba536b27596ec284d"
11555,"ZRXkJWgGP54MRpbUZabCnw","Skyebird","3201 Corrine Dr","Orlando","FL","32803",28.5683585,-81.3437659,4.5,122,1,"Live/Raw Food, Juice Bars & Smoothies, Vegan, Restaurants, Farmers Market, Food, Salad","61aca52666e2b451ab58b016","XBTLmZSYq1FqFOeQ_Qp20g","T2TQSOM6IuLHP0q_mXdujA","ZRXkJWgGP54MRpbUZabCnw",5,1,0,0,"My coworkers and I come here about once a week for the kombucha (anything with ginger is my favorite!).  Pricey (especially the smoothies) but worth it.  You can tell the ingredients are fresh and most days you can watch the employees in action washing/chopping/juicing the fruits and veggies that go into their delicious beverages.  The vegan entrees are also good (obviously nothing beats real mac and cheese, but Skyebird's 'mac and trees' is pretty good).  Plus, bring back used mason jars and get a discount on your next purchase!",1454126230000,"61aca64ba536b27596ec2894"
9192,"TkDCGt8cM7y-zu1Kncuy1Q","Sophia's Cafe","141 Dorchester Ave","Boston","MA","02228",42.341808,-71.057296,3.5,44,0,"Coffee & Tea, Sandwiches, Food, Restaurants","61aca52666e2b451ab58af0f","3yPmkzH2MLv_x2EQL5sKYA","FXujAErHSdxReiteMx0gxA","TkDCGt8cM7y-zu1Kncuy1Q",4,4,2,1,"The signs of Sobo gentrification abound.  The promise of coffee and gellatto shops catering to the fiscally fortuitous South Boston condo dwellers just took took another step toward reality with the appearance of Sophia's Cafe on shady Dorchester Ave.
 
The interior is a bit sterile, not unlike the giant PC-like McCallen building it resides in.  Some inviting furniture and soothing colors would make a more relaxing destination for soaking up caffeine and Wifi.  The service is a a bit slow as they iron out their process and train staff, but that gives you more time to chat with owner, Jen, whose daughter the cafe is named after.  The sandwiches aren't superlative, but they hit the spot and there are daily specials along with all the coffee and tea options.

All things considered, Sophia's is a slightly above average cafe, but the neighborhood is happy to have a spot that serves soy lattes and isn't a Dunkin Donuts.",1197518254000,"61aca64ba536b27596ec291d"
9363,"eunDJzt-UmkHNyqQ13h5Uw","33 Restaurant & Lounge","33 Stanhope St","Boston","MA","02116",42.3484835,-71.0731338,3,139,0,"Event Planning & Services, Nightlife, Bars, Lounges, Venues & Event Spaces, Restaurants","61aca52666e2b451ab58af26","vWtKx_e9aCnxNUv1iw50EQ","51SzvpuYXsIXdc13w0jcEQ","eunDJzt-UmkHNyqQ13h5Uw",2,0,2,0,"Pretty sure my boyfriend got roofied here. Yep. Seriously.
2 stars for the 33-tini though; that thing's yummy.",1209439088000,"61aca64ba536b27596ec2893"
11220,"ErVhEB-tMXLx76pcSVdksw","Tico Boston","222 Berkeley St","Boston","MA","02116",42.350461,-71.07292,3.5,567,1,"Latin American, American (New), Mexican, Restaurants","61aca52666e2b451ab58afe7","Tac-rCFjFrB-OEW1bQqfkg","y6937_Pxtov-xR-VzA6CWw","ErVhEB-tMXLx76pcSVdksw",3,0,0,1,"A little pricey for what you get.

The crispy chicken tacos were exceptionally good, but could have fit in a lunchable.",1319734201000,"61aca64ba536b27596ec2785"
11220,"ErVhEB-tMXLx76pcSVdksw","Tico Boston","222 Berkeley St","Boston","MA","02116",42.350461,-71.07292,3.5,567,1,"Latin American, American (New), Mexican, Restaurants","61aca52666e2b451ab58afe7","R8ZYzoAZ9aiwlhoGQv2AUg","-x-WVHhBdjxGzqEa76WG6w","ErVhEB-tMXLx76pcSVdksw",4,0,0,0,"The margaritas at Tico are extremely tasty and VERY strong! Two of these and you'll be feelin' fine! The food was delicious, but the portions are rather tiny and not very filling. Their mac and cheese, and their pork and the fried chicken tacos, were very good. Good place for drinks and an appetizer of two, can't say I'd recommend it for a while dinner unless you're willing to spend some major cash!",1521145453000,"61aca64ba536b27596ec2771"
11220,"ErVhEB-tMXLx76pcSVdksw","Tico Boston","222 Berkeley St","Boston","MA","02116",42.350461,-71.07292,3.5,567,1,"Latin American, American (New), Mexican, Restaurants","61aca52666e2b451ab58afe7","QZMrP8nsygF_ivyHixgpdA","N__MW1fmn0yhMeNgaqeX5g","ErVhEB-tMXLx76pcSVdksw",3,1,0,0,"This review is more of a bar review.  I like the setup of Tico located formerly where Cottonwood used to be.  It has a nice enclosed patio to enjoy the sun but avoid onlookers and the cars.  It's a Mexican like cantina inside with rustic woods and open space.  

We sat at the bar and they have a small drink list but our server was open to creativity.  I had the blood orange margarita which was tasty and my friend had a martini with splashes of different kinds of tequila.

It was quiet here and enjoyed the atmosphere.  It's a great, grab a drink after work place and I have been here for a private event and it was great!",1342399314000,"61aca64ba536b27596ec2895"
12398,"a-EQKCGPirfEd33MkbD4ug","QDOBA Mexican Eats","393 Huntington Ave, Ste 101","Boston","MA","02115",42.339823,-71.091285,3,138,1,"Caterers, Mexican, Restaurants, Fast Food, Event Planning & Services","61aca52666e2b451ab58b075","kGRLn5qhqyxWTyqpIH3Rhg","fNA3n_phQhyF2NVs7mWVAg","a-EQKCGPirfEd33MkbD4ug",5,0,0,0,"Out if the three burrito places on Huntington by Northeastern, this ""fast food"" is my favorite. They have pretty high quality amazing-tasting food, and always change up their menu so you aren't always ordering a normal burrito. I love the burrito bowls, personally.",1470267709000,"61aca64ba536b27596ec2735"
12398,"a-EQKCGPirfEd33MkbD4ug","QDOBA Mexican Eats","393 Huntington Ave, Ste 101","Boston","MA","02115",42.339823,-71.091285,3,138,1,"Caterers, Mexican, Restaurants, Fast Food, Event Planning & Services","61aca52666e2b451ab58b075","LYSo6CG2GDk_KBmeOe0efA","z4cKCFWZty6DDOtWcFPZyQ","a-EQKCGPirfEd33MkbD4ug",3,0,0,0,"When Qdoba came to Huntington and replaced Stars (did anyone even go there?), it was pretty awesome. The food was fresh and delicious. But somewhere along the way, Qdoba lost it's way and things just aren't the same anymore. Most of the workers there seem incompetent. The food is continually getting more expensive, and the food isn't as fresh as it used to be. It is a bit pricey considering you can get a massive wrap over at Boloco that tastes better and is bigger for less. Qdoba does have some pretty good nachos, but in the Southern US you get these for free with your meal, which really sours the deal here. Qdoba is a place you can probably visit a couple of times a year and not feel too bad about it, but it's by no means great.",1179758166000,"61aca64ba536b27596ec27b6"
12398,"a-EQKCGPirfEd33MkbD4ug","QDOBA Mexican Eats","393 Huntington Ave, Ste 101","Boston","MA","02115",42.339823,-71.091285,3,138,1,"Caterers, Mexican, Restaurants, Fast Food, Event Planning & Services","61aca52666e2b451ab58b075","7SNMKwAo28PbRRN90DzjZw","0m4MkNOQfgurKM_Cx8VHAg","a-EQKCGPirfEd33MkbD4ug",4,1,0,0,"HUGE burritos...you may be paying a little bit more here, but you get alot of food for what you pay.  The queso chicken burrito is good, as are the quesadillas and the taco salads. For the healthier eaters, try the naked burrito (probably my favorite) which is a burrito minus the tortilla (which you can get on the side if you'd like). The option to have some beers with dinner is also nice, although I've never taken advantage of this.

Don't forget to get your Qdoba card, which gives you free chips & salsa, etc after you accumulate enough points.",1145401890000,"61aca64ba536b27596ec2856"
8471,"ZP0ciPjCVNz4aRPmxvCVDQ","Sweet Tomatoes","4678 E Colonial Dr","Orlando","FL","32803",28.552213,-81.327419,3.5,165,0,"Buffets, Vegetarian, Restaurants, Salad, Soup","61aca52666e2b451ab58aeb4","s-2IMKaeLlMr5SRXRlEFLw","hd3kQQzQj7EAtEY1rVkSbA","ZP0ciPjCVNz4aRPmxvCVDQ",4,4,0,1,"If you are a fan of buffets and soups and salads, this place is for you!  Heck - if you're a fan homemade tasting food, this place is for you!

This Sweet Tomatoes is located at the end of a lack-luster shopping center, so it can be difficult to find if you've never been here.  But once you walk inside, you are greeted by the salad buffet and a carpet with tomatoes printed on it (these people take their veggies seriously!).

You choose your salads and toppings prior to paying.  Patrons sit themselves in either tables or booths and the soups, bakery options, pasta, fresh fruit and ice cream are located in the back and you can go up as many times as you want to sample the many fresh and yummy offerings.

My favorite part of the buffet are the soups and pastas - so many choices - creamy and cheesey gooey macaroni and cheese and two other options that change every so often!  Also, there are certain soups and salads highlighted (and changed) each month.  For instance, in March, the theme is Latin flavors.  The bread options are abundant as well.  For example, when I last went to Sweet Tomatoes, there were four types of Focaccia bread (and they all had some type of cheese on them, so of course, I had to try them all!), muffins and biscuits.  They also carry Gluten Free and Vegan options, which is a plus.",1457316531000,"61aca64ba536b27596ec27d3"
8471,"ZP0ciPjCVNz4aRPmxvCVDQ","Sweet Tomatoes","4678 E Colonial Dr","Orlando","FL","32803",28.552213,-81.327419,3.5,165,0,"Buffets, Vegetarian, Restaurants, Salad, Soup","61aca52666e2b451ab58aeb4","9IIWl3dQFM3VPtz1wrj8-Q","WPKylGM3aZsBvsnWhX_Eyg","ZP0ciPjCVNz4aRPmxvCVDQ",5,0,0,0,"Wow! Awesome food! This restaurant is definitely under marketed! It's fresh food, comfort food that makes you think of grandma's cooking. The salad bar... laid out fresh ingredients prepares you for this healthy experience. The chicken soup is a simple broth, egg noodles with the most tender chicken! Creamy Tomato is authentic homemade with just a touch of sweet. Its hard to stop eating it! Delicious! We thought it was just a salad and soup bar but were pleasantly surprised to find pasta, pizza, muffins and a great soft serve ice cream bar. Economical, healthy, a must!",1538665227000,"61aca64ba536b27596ec288f"
8471,"ZP0ciPjCVNz4aRPmxvCVDQ","Sweet Tomatoes","4678 E Colonial Dr","Orlando","FL","32803",28.552213,-81.327419,3.5,165,0,"Buffets, Vegetarian, Restaurants, Salad, Soup","61aca52666e2b451ab58aeb4","Eb29Ooy6-DRuzRPPs1taBg","nh2UWYGiPtnZVXXGMGHoAg","ZP0ciPjCVNz4aRPmxvCVDQ",4,0,0,0,"Love this chain and this location in particular.  The multiple soups and extra-long salad bar are great.  I always try 4 or 5 of the soups on each visit.  The staff is friendly and the place is usually spotless, although their sanitation suffers a tad during busy peak times.",1453037783000,"61aca64ba536b27596ec291c"
8271,"Zg90qJF9EvASbqEARi3bZA","Maria's Taqueria","226 Tremont St","Boston","MA","02116",42.3513874,-71.0646105,4,298,1,"Restaurants, Mexican","61aca52666e2b451ab58ae9e","i9-fV9-WMa4HgzkjNyuozg","kiRUed4zqcg_fd91AhIUSA","Zg90qJF9EvASbqEARi3bZA",5,1,2,0,"I was in Boston for a day and looking for a local place to eat and this place came highly recommended. And let me just say IM SO GLAD! I pretty much love all Mexican food so it's no surprise I LOVED THIS!

It really is a hole in the wall joint. You've gotta be looking for it to know it's there. There were only a few people in there when I ordered but it didn't really worry me since I had read the reviews. They've got a pretty big selection, your typical Mexican foods. I ordered the chicken quesadilla with everything on it. The hot sauce threw me off a little bit but I decided to risk it anyways. It was seriously delicious! 

If you're ever in the area and in need of some good Mexican food, stop here.",1476394881000,"61aca64ba536b27596ec28d7"
8764,"PrHQEQ5Eh81ecXTeN-Hedg","Pho Hoa Noodle Soup","17 Beach St","Boston","MA","02111",42.351292,-71.0619873,3,274,0,"Noodles, Soup, Restaurants, Vietnamese","61aca52666e2b451ab58aecf","NPRHJ6YaMHy6e1x6a3eaUA","1Y0zsJSfWLkfDylH0X1yNQ","PrHQEQ5Eh81ecXTeN-Hedg",3,0,0,0,"Being a Pho Pasteur girl myself, friends of mine who swear by Pho Hoa decided to take me here for a pre-movie dinner. The atmosphere is a bit nicer than the usual joints in this area, a place you don't have to warn people about before taking them here (date night perhaps?). The menu's pretty extensive and everything looked good, and I was intrigued by the 7 courses of fish and beef they had on offer as well as the wide variety of bubble tea and slushies. 

My friends swear by the pho here, but I rarely deviate from Bun with Pork when I have Vietnamese (which is probably my favorite kind of pork EVER), and last night was no exception. One note is that Pho Hoa's Bun didn't have just pork as an option, so I had to go with the pork plus spring roll... I have no problems with the spring roll, it's kind of like getting a bonus app with your entree, but that extra fried bit tends to put me over the edge of fullness so I usually prefer just the pork option (plus the pork is my favorite part so the more of it I can get, the better). My Bun was delightful (it looked especially impressive here for some reason, the components were arranged so artfully), but I could have used a bigger container of nuoc cham, and also prefer my nuoc cham with slightly less red pepper flakes. But overall a solid tasty version with no major complaints from me, and comparable pricing to anywhere ($7.75). My dining companions of course really enjoyed their pho, and it did look good. Also, they served us cold tea, which was really refreshing on a hot summer day and a nice unique touch.

Service was spotty here though, they were good when we first arrived and our food came speedily, but we couldn't find anyone to initially take our order and then to get/take our check, which was annoying. I'd say Pho Hoa is a solid choice when you're looking to be in a bit more upscale environment, but I don't plan on turning my back on Pho Pasteur any time soon.",1306505018000,"61aca64ba536b27596ec2892"
8764,"PrHQEQ5Eh81ecXTeN-Hedg","Pho Hoa Noodle Soup","17 Beach St","Boston","MA","02111",42.351292,-71.0619873,3,274,0,"Noodles, Soup, Restaurants, Vietnamese","61aca52666e2b451ab58aecf","eWv3CxwkpFi_hSpHX6Qbag","KzKb7hRHw45AScttackzWg","PrHQEQ5Eh81ecXTeN-Hedg",3,1,0,0,"The food here was okay, but this is overall just an average Vietnamese place. The thing that was striking about this place is how stingy they are with the meat. We ordered some pho and also a bowl of vermicelli with grilled beef and spring rolls. The portions of meat in everything were very small. It's like they took a thin slice of meat and cut it into a few pieces. The bowl of vermicelli was even filled with way too many bean sprouts instead of vermicelli - so they could save on noodles? There was a small hole-in-the-wall Vietnamese place around the corner we had been to a day earlier with a similar portion of similar quality food for half the price.",1378254986000,"61aca64ba536b27596ec2891"
8764,"PrHQEQ5Eh81ecXTeN-Hedg","Pho Hoa Noodle Soup","17 Beach St","Boston","MA","02111",42.351292,-71.0619873,3,274,0,"Noodles, Soup, Restaurants, Vietnamese","61aca52666e2b451ab58aecf","civSQ2FeoRVPXMEfqzlYVg","H87urrfz4taRWMyi0JhAlQ","PrHQEQ5Eh81ecXTeN-Hedg",2,0,0,0,"If you wanted to go for Vietnamese food and you were on a date, then I would suggest this place. Other than that....go elsewhere.

The interior is nice. The place definitely looks the best out of the Vietnamese restaurants in Chinatown. They have a ton of seats as well.

The pho I had there was very basic. The broth was pretty flavorless. The meat was fully cooked when it got to my table, and the toppings were skimpy and not that fresh. Very average. The pho at Xinh Xinh is much better.

Service was ok. Not friendly, but not rude either.",1286328672000,"61aca64ba536b27596ec2921"
9971,"JdIO0SZKGZPonTuZH8mDXQ","Hyatt Regency Orlando","9801 International Dr","Orlando","FL","32819",28.4278023064,-81.4685457427,4,529,1,"Venues & Event Spaces, Hotels, Diners, Hotels & Travel, Restaurants, Event Planning & Services","61aca52666e2b451ab58af70","oTyTaeh5jnbAdA-2Gv-JHQ","jZgS4B2ZT7nBYZFSPjYzpA","JdIO0SZKGZPonTuZH8mDXQ",4,0,1,0,"Great stay. Very clean and friendly staff. Love the tv in the bathroom mirror. 

The rooms are spacious,  the only negative is that their hallways are not decorated.  Makes it feel not fancy as the rest of the place.",1407703251000,"61aca64ba536b27596ec2738"
9971,"JdIO0SZKGZPonTuZH8mDXQ","Hyatt Regency Orlando","9801 International Dr","Orlando","FL","32819",28.4278023064,-81.4685457427,4,529,1,"Venues & Event Spaces, Hotels, Diners, Hotels & Travel, Restaurants, Event Planning & Services","61aca52666e2b451ab58af70","Uxx_pSar359j2oybtHuEoQ","4ctn2OspVWs13RqnAVZuvw","JdIO0SZKGZPonTuZH8mDXQ",5,0,0,0,"This Hotel is one of the best I have ever stayed at and I have stayed at many. Highly recommended. From the modern spacious rooms to the fantastic pool area and views. It has it all plus location.",1475265540000,"61aca64ba536b27596ec27ee"
